rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
3030,301–350,Anglia Ruskin University (ARU),42.4–45.1,3030,16.7,1029,11.2,837,99.4,11,32.6,917,71.1,213,United Kingdom,"15,195",21.7,25%,62 : 38,Anglia Ruskin University (ARU),"Veterinary Science,Communication & Media Studies,Art, Performing Arts & Design,Sport Science,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Other Health,Chemistry,Architecture,Education,Biological Sciences,Medicine & Dentistry,Law,Economics & Econometrics,Psychology,Civil Engineering,Business & Management,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,General Engineering,Computer Science,Electrical & Electronic Engineering,Accounting & Finance",False,False
3040,301–350,Babol Noshirvani University of Technology,42.4–45.1,3040,24.8,557,12.2,784,99.1,14,56.1,219,15.5,1070,Iran,"4,749",28.6,0%,32 : 68,Babol Noshirvani University of Technology,"Chemical Engineering,General Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Biological Sciences",False,False
3050,301–350,Bangor University,42.4–45.1,3050,25.7,510,21.4,487,72.7,295,33.4,847,83.8,109,United Kingdom,"9,325",18.5,25%,55 : 45,Bangor University,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Computer Science,Sociology,Art, Performing Arts & Design,Law,Education,History, Philosophy & Theology,Sport Science,Business & Management,Agriculture & Forestry,Accounting & Finance,Biological Sciences,Other Health,Communication & Media Studies,Archaeology,Economics & Econometrics,Geography",False,False
3060,301–350,"Birkbeck, University of London",42.4–45.1,3060,30.5,371,32.0,283,62.2,414,32.4,945,87.5,84,United Kingdom,"9,015",16.9,39%,54 : 46,"Birkbeck, University of London","Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Law,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Education,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,Geography,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
3070,301–350,University of Bordeaux,42.4–45.1,3070,31.0,359,22.0,473,75.2,257,34.8,736,54.3,385,France,"52,526",21.0,12%,58 : 42,University of Bordeaux,"Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Medicine & Dentistry,Agriculture & Forestry,Sociology,Education,Sport Science,Business & Management,Economics & Econometrics,Biological Sciences,Computer Science,Psychology,Accounting & Finance,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Law,Archaeology,Physics & Astronomy,Chemical Engineering",False,False
3080,301–350,Boston College,42.4–45.1,3080,37.0,223,20.0,520,74.1,278,43.8,376,53.8,389,United States,"12,943",16.1,12%,55 : 45,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False
3090,301–350,Brighton and Sussex Medical School,42.4–45.1,3090,18.8,893,12.9,746,97.0,34,31.7,1064,72.0,206,United Kingdom,760,11.7,16%,59 : 41,Brighton and Sussex Medical School,"Medicine & Dentistry,Other Health",False,False
3100,301–350,Charles Darwin University,42.4–45.1,3100,17.9,963,18.6,557,88.0,122,38.8,530,82.2,119,Australia,"6,551",22.4,32%,63 : 37,Charles Darwin University,"Languages, Literature & Linguistics,Civil Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Medicine & Dentistry,Sport Science,Agriculture & Forestry,Education,Other Health,Communication & Media Studies,Law,Architecture,Art, Performing Arts & Design,Computer Science,Business & Management,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance",False,False
3110,301–350,University of Connecticut,42.4–45.1,3110,35.7,248,28.5,335,66.8,367,34.6,749,48.5,473,United States,"26,669",12.7,12%,51 : 49,University of Connecticut,"Civil Engineering,Sociology,Business & Management,Economics & Econometrics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Education,Biological Sciences,Psychology,History, Philosophy & Theology,Chemistry,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Architecture,Computer Science,Sport Science,Other Health,Mathematics & Statistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False
3120,301–350,Deakin University,42.4–45.1,3120,23.3,634,26.6,372,72.0,301,36.2,654,77.7,161,Australia,"36,768",32.9,17%,58 : 42,Deakin University,"Law,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Architecture,Languages, Literature & Linguistics,Civil Engineering,Sport Science,Business & Management,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,Communication & Media Studies,Education,Chemistry,Other Health,Computer Science",False,False
3130,301–350,University of Denver,42.4–45.1,3130,35.9,241,29.8,312,74.4,270,35.7,684,28.8,787,United States,"9,671",13.2,11%,56 : 44,University of Denver,"General Engineering,Psychology,Electrical & Electronic Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Other Health,Mathematics & Statistics,Accounting & Finance,Sociology,Communication & Media Studies,Law,Physics & Astronomy,Geography,Biological Sciences,Business & Management,Education,Languages, Literature & Linguistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Politics & International Studies (incl Development Studies)",False,False
3140,301–350,University of Eastern Finland,42.4–45.1,3140,25.2,538,26.1,386,79.1,222,36.2,655,49.3,461,Finland,"11,459",18.3,6%,63 : 37,University of Eastern Finland,"Physics & Astronomy,Mathematics & Statistics,Economics & Econometrics,Sport Science,Computer Science,Business & Management,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Chemistry,Geography,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Education,Politics & International Studies (incl Development Studies)",False,False
3150,301–350,Flinders University,42.4–45.1,3150,22.9,656,27.6,351,77.9,232,39.4,501,68.4,238,Australia,"16,757",23.9,18%,63 : 37,Flinders University,"Psychology,Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Agriculture & Forestry,Law,Electrical & Electronic Engineering,General Engineering,Economics & Econometrics,Sociology,Languages, Literature & Linguistics,Biological Sciences,Archaeology,Sport Science,Computer Science,Education,Communication & Media Studies,Business & Management,Physics & Astronomy,Geography,Other Health,Chemistry,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology",False,False
3160,301–350,Free University of Bozen-Bolzano,42.4–45.1,3160,22.0,703,14.3,698,88.6,116,32.1,993,68.9,235,Italy,"3,304",11.6,12%,33 : 67,Free University of Bozen-Bolzano,"Education,Electrical & Electronic Engineering,General Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,Agriculture & Forestry,Art, Performing Arts & Design,Communication & Media Studies",False,False
3170,301–350,George Mason University,42.4–45.1,3170,28.5,426,26.4,382,76.0,252,33.2,864,40.8,604,United States,"27,749",17.5,8%,54 : 46,George Mason University,"Psychology,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,General Engineering,Education,Law,Sociology,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Chemistry,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False
3180,301–350,"Goldsmiths, University of London",42.4–45.1,3180,33.9,291,26.0,388,62.0,417,31.8,1049,77.0,168,United Kingdom,"7,415",13.9,37%,66 : 34,"Goldsmiths, University of London","Economics & Econometrics,Psychology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Law,Other Health,Business & Management,Art, Performing Arts & Design,Sociology,Computer Science,History, Philosophy & Theology,Communication & Media Studies",False,False
3190,301–350,Grenoble Alpes University,42.4–45.1,3190,30.9,364,22.9,455,74.9,263,33.8,802,60.7,311,France,"39,298",17.0,15%,57 : 43,Grenoble Alpes University,"Archaeology,Chemical Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Law,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,Medicine & Dentistry,Accounting & Finance,Psychology,Electrical & Electronic Engineering,Civil Engineering,Art, Performing Arts & Design,Physics & Astronomy,Economics & Econometrics,Chemistry,Sport Science,Computer Science,Communication & Media Studies,Architecture,Sociology,General Engineering,Languages, Literature & Linguistics,Biological Sciences,Other Health,Geography,Education",False,False
3200,301–350,University of Houston,42.4–45.1,3200,36.8,229,34.1,254,60.5,437,37.8,578,39.8,614,United States,"41,128",42.9,10%,50 : 50,University of Houston,"Chemical Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Economics & Econometrics,Sport Science,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Medicine & Dentistry,Law,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",False,False
3210,301–350,Iowa State University,42.4–45.1,3210,29.1,413,31.4,292,65.3,379,48.6,299,53.8,390,United States,"31,307",18.8,12%,45 : 55,Iowa State University,"Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Other Health,General Engineering,Psychology,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Law,Business & Management,Sociology,Education,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Agriculture & Forestry",False,False
3220,301–350,University of Kent,42.4–45.1,3220,25.1,543,23.6,436,67.8,355,32.1,995,90.2,65,United Kingdom,"16,950",12.6,31%,53 : 47,University of Kent,"Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,History, Philosophy & Theology,Other Health,Chemistry,Geography,Electrical & Electronic Engineering,Biological Sciences,Sociology,Economics & Econometrics,Law,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Sport Science,Archaeology,Education,Mathematics & Statistics,Architecture,Medicine & Dentistry,Veterinary Science,Business & Management,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,False
3230,301–350,Khalifa University,42.4–45.1,3230,23.4,626,18.7,555,71.4,306,84.5,74,97.9,9,United Arab Emirates,"3,134",8.3,32%,46 : 54,Khalifa University,"Medicine & Dentistry,Chemistry,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering",False,False
3240,301–350,Koç University,42.4–45.1,3240,25.7,511,32.1,282,65.2,381,84.3,76,53.8,391,Turkey,"5,172",14.9,10%,52 : 48,Koç University koc,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,Business & Management,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Computer Science,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Chemical Engineering,Biological Sciences,Sociology,Economics & Econometrics,Mathematics & Statistics",False,False
3250,301–350,University of Liège,42.4–45.1,3250,25.8,507,33.6,259,57.9,462,96.8,36,71.0,215,Belgium,"21,910",27.1,23%,56 : 44,University of Liège,"Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Education,Biological Sciences,Psychology,Law,Chemistry,Accounting & Finance,Archaeology,Chemical Engineering,Communication & Media Studies,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,General Engineering,Geography,Medicine & Dentistry,Agriculture & Forestry,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Veterinary Science,Other Health,Sport Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,Business & Management,Sociology",False,False
3260,301–350,Loughborough University,42.4–45.1,3260,34.0,287,32.9,268,52.7,504,38.5,544,74.8,187,United Kingdom,"13,455",14.9,22%,39 : 61,Loughborough University,"Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,General Engineering,Sociology,Geography,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,History, Philosophy & Theology,Sport Science,Other Health,Biological Sciences,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Mathematics & Statistics,Chemistry",False,False
3270,301–350,Medical University of Graz,42.4–45.1,3270,24.3,581,15.7,646,85.8,147,46.9,323,74.8,188,Austria,"3,323",6.9,23%,53 : 47,Medical University of Graz,"Medicine & Dentistry,Other Health",False,False
3280,301–350,University of Milan,42.4–45.1,3280,34.1,285,25.9,390,73.7,284,42.9,392,41.4,591,Italy,"56,805",28.1,5%,59 : 41,University of Milan,"Communication & Media Studies,Business & Management,Accounting & Finance,Law,Art, Performing Arts & Design,History, Philosophy & Theology,Sociology,Chemistry,Computer Science,Mathematics & Statistics,Archaeology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Geography,Psychology,Chemical Engineering,Languages, Literature & Linguistics,Sport Science,Other Health,Biological Sciences",False,False
3290,301–350,Nagoya University,42.4–45.1,3290,44.9,123,47.2,132,43.2,579,87.2,70,29.9,770,Japan,"15,594",7.9,10%,29 : 71,Nagoya University,"Other Health,Mathematics & Statistics,Archaeology,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Sociology,Education,Physics & Astronomy,Psychology,Business & Management,Accounting & Finance,Civil Engineering,Chemistry,Architecture,Medicine & Dentistry,Law,Geography,Agriculture & Forestry,Communication & Media Studies,Chemical Engineering",False,False
3300,301–350,National Tsing Hua University,42.4–45.1,3300,38.0,208,37.1,218,59.4,448,54.8,229,29.0,783,Taiwan,"10,194",13.8,5%,33 : 67,National Tsing Hua University,"Psychology,Economics & Econometrics,Sport Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Education,Biological Sciences,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Medicine & Dentistry,History, Philosophy & Theology,Law,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,General Engineering,Business & Management,Chemistry,Chemical Engineering,Other Health,Sociology",False,False
3310,301–350,University of Navarra,42.4–45.1,3310,27.9,441,24.5,416,74.6,267,63.9,167,59.7,324,Spain,"10,827",14.9,19%,53 : 47,University of Navarra,"History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Law,Archaeology,Medicine & Dentistry,Architecture,Biological Sciences,Education,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Communication & Media Studies,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Business & Management,Psychology,General Engineering",False,False
3320,301–350,University of Nebraska-Lincoln,42.4–45.1,3320,32.4,333,29.6,317,65.9,373,37.9,572,50.4,441,United States,"22,578",16.3,12%,47 : 53,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",False,False
3330,301–350,Oregon State University,42.4–45.1,3330,30.1,388,29.3,324,72.4,297,36.5,640,48.5,475,United States,"23,668",16.2,10%,47 : 53,Oregon State University,"History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Other Health,Geography,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Business & Management,Chemical Engineering,Psychology,Sport Science,Sociology,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Languages, Literature & Linguistics,Education,Veterinary Science,Electrical & Electronic Engineering,Economics & Econometrics",False,False
3340,301–350,Politecnico di Milano,42.4–45.1,3340,32.2,338,31.7,289,65.0,386,58.1,203,53.1,402,Italy,"33,189",23.8,14%,34 : 66,Politecnico di Milano,"Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Computer Science,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",False,False
3350,301–350,Rensselaer Polytechnic Institute,42.4–45.1,3350,28.9,420,31.8,287,71.7,304,67.3,155,46.2,513,United States,"7,240",15.7,17%,32 : 68,Rensselaer Polytechnic Institute,"History, Philosophy & Theology,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Electrical & Electronic Engineering,Architecture,Computer Science,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering",False,False
3360,301–350,Rush University,42.4–45.1,3360,35.3,260,12.4,773,88.2,119,41.3,440,14.8,1082,United States,"2,437",2.1,3%,73 : 27,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False
3370,301–350,Sapienza University of Rome,42.4–45.1,3370,38.4,205,34.7,246,64.1,391,41.2,443,38.9,629,Italy,"111,453",32.1,7%,58 : 42,Sapienza University of Rome,"Politics & International Studies (incl Development Studies),Law,Mathematics & Statistics,Physics & Astronomy,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Geography,General Engineering,Architecture,Chemistry,Accounting & Finance,Sociology,Business & Management,Communication & Media Studies,Archaeology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Psychology,Civil Engineering",False,False
3380,301–350,University of Stirling,42.4–45.1,3380,24.4,579,25.7,393,76.2,250,33.6,831,76.7,175,United Kingdom,"8,505",15.1,21%,62 : 38,University of Stirling,"Accounting & Finance,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,Law,Education,Psychology,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Languages, Literature & Linguistics,General Engineering,Other Health,Mathematics & Statistics,Economics & Econometrics,Politics & International Studies (incl Development Studies)",False,False
3390,301–350,University of Tartu,42.4–45.1,3390,24.5,573,25.3,402,83.6,168,33.5,845,50.4,442,Estonia,"8,835",11.6,5%,66 : 34,University of Tartu,"Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Law,Geography,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Sociology,Education,Communication & Media Studies,Economics & Econometrics,Psychology,Computer Science,Physics & Astronomy,Business & Management,Chemistry,Archaeology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sport Science",False,False
3400,301–350,University of Tasmania,42.4–45.1,3400,24.1,591,30.8,298,65.4,378,51.5,264,82.2,120,Australia,"11,346",14.5,22%,60 : 40,University of Tasmania,"Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Psychology,History, Philosophy & Theology,Other Health,Medicine & Dentistry,Biological Sciences,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Agriculture & Forestry,Sport Science,Civil Engineering,Communication & Media Studies,Economics & Econometrics,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Architecture,Education,Geography,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",False,False
3410,301–350,Technion Israel Institute of Technology,42.4–45.1,3410,32.7,319,34.8,244,58.6,457,39.0,523,64.4,274,Israel,"14,693",21.7,5%,34 : 66,Technion Israel Institute of Technology,"Education,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Civil Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,General Engineering,Sociology,Other Health,Business & Management,Chemistry,Chemical Engineering",False,False
3420,301–350,The University of Tennessee-Knoxville,42.4–45.1,3420,32.4,334,21.7,483,79.2,221,41.3,441,42.7,570,United States,"25,264",16.4,5%,,The University of Tennessee-Knoxville,"Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Agriculture & Forestry,Geography,Education,Biological Sciences,Archaeology,Other Health,Sport Science,Sociology,Computer Science,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Communication & Media Studies,Chemistry,Accounting & Finance",False,False
3430,301–350,Tomsk Polytechnic University,42.4–45.1,3430,29.0,418,17.7,596,81.5,192,69.7,135,50.9,433,Russian Federation,"9,858",8.2,24%,36 : 64,Tomsk Polytechnic University,"Education,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Other Health,General Engineering,Economics & Econometrics,Mathematics & Statistics,Computer Science,Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Sociology,Business & Management,Physics & Astronomy",False,False
3440,301–350,TU Dortmund University,42.4–45.1,3440,34.9,266,31.1,293,64.0,392,45.5,349,42.0,579,Germany,"32,870",99.6,10%,45 : 55,TU Dortmund University,"Education,Business & Management,Electrical & Electronic Engineering,Sociology,Civil Engineering,Computer Science,Communication & Media Studies,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Physics & Astronomy",False,False
3450,301–350,TU Wien,42.4–45.1,3450,37.2,218,29.2,326,53.2,500,67.6,152,81.1,128,Austria,"17,931",36.5,28%,29 : 71,TU Wien,"Chemistry,General Engineering,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Physics & Astronomy,Civil Engineering",False,False
3460,301–350,Victoria University,42.4–45.1,3460,24.1,592,23.2,448,73.4,287,39.5,499,71.1,214,Australia,"14,795",31.4,20%,54 : 46,Victoria University,"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Other Health,Psychology,Business & Management,Law,Economics & Econometrics,Communication & Media Studies,Education,Sport Science,Architecture,Mechanical & Aerospace Engineering,Sociology,Computer Science,Biological Sciences,Civil Engineering",False,False
3470,301–350,University of Victoria,42.4–45.1,3470,24.8,567,21.9,477,72.2,300,41.4,438,76.7,176,Canada,"18,388",22.8,15%,57 : 43,University of Victoria,"Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Physics & Astronomy,Education,Computer Science,Chemistry,Other Health,Law,Biological Sciences,Psychology,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,Medicine & Dentistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False
3480,301–350,Virginia Polytechnic Institute and State University,42.4–45.1,3480,33.5,301,39.6,194,65.1,384,43.8,378,33.5,715,United States,"30,975",18.2,11%,43 : 57,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",False,False
3490,301–350,Vrije Universiteit Brussel,42.4–45.1,3490,30.6,370,25.6,395,68.7,338,51.7,259,71.6,211,Belgium,"12,785",22.2,21%,53 : 47,Vrije Universiteit Brussel,"Business & Management,Chemistry,Education,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Sociology,Archaeology,Biological Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Psychology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Medicine & Dentistry,Law,Geography",False,False
