rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
3440,301–350,Tokyo Institute of Technology,45.6–47.9,3440,51.8,99,54.2,103,34.7,949,71.8,160,41.1,792,Japan,"9,566",7.8,13%,15 : 85,Tokyo Institute of Technology,"Civil Engineering,Sport Science,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,General Engineering,Chemistry,Chemical Engineering,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies,Sociology",False,False
3450,301–350,University of Trento,45.6–47.9,3450,28.1,539,31.8,339,74.9,333,39.8,687,58.2,449,Italy,"13,180",20.1,7%,51 : 49,University of Trento,"Sociology,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Archaeology,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Biological Sciences,Sport Science,Computer Science,Accounting & Finance,Civil Engineering,Chemical Engineering,Psychology,Law,Architecture,Medicine & Dentistry",False,False
3460,301–350,Tulane University,45.6–47.9,3460,42.9,174,24.1,527,78.2,297,35.8,1013,43.2,753,United States,"11,224",9.1,11%,58 : 42,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False
3470,301–350,United Arab Emirates University,45.6–47.9,3470,24.7,705,21.3,612,83.6,222,55.8,305,89.4,101,United Arab Emirates,"7,270",8.9,18%,83 : 17,United Arab Emirates University,"Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Education,Biological Sciences,Geography,Accounting & Finance,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Economics & Econometrics,Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Chemical Engineering,Veterinary Science,Sociology",False,False
3480,301–350,University College Cork,45.6–47.9,3480,23.7,758,23.5,544,82.9,230,44.8,478,82.5,168,Ireland,"17,051",17.6,19%,58 : 42,University College Cork ucc,"Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Education,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Law,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Civil Engineering,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Sport Science,Business & Management,General Engineering,Mathematics & Statistics,Geography",False,False
3490,301–350,Washington State University,45.6–47.9,3490,32.1,396,30.5,371,76.9,314,49.4,393,49.3,604,United States,"28,482",18.4,7%,53 : 47,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False
3500,301–350,Wuhan University,45.6–47.9,3500,43.4,167,36.8,260,58.4,569,86.9,92,40.4,813,China,"53,956",15.2,7%,,Wuhan University,"Law,Psychology,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Geography,General Engineering,Education,Physics & Astronomy,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Civil Engineering,Architecture,Archaeology,Other Health,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sociology",False,False
3510,351–400,Aix-Marseille University,43.6–45.5,3510,40.6,197,25.4,488,66.3,458,37.0,872,60.1,414,France,"68,841",16.7,13%,59 : 41,Aix-Marseille University,"Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,Communication & Media Studies,Law,Business & Management,Geography,Mathematics & Statistics,Civil Engineering,Education,History, Philosophy & Theology,Biological Sciences,Architecture,Languages, Literature & Linguistics,Psychology,Computer Science,Medicine & Dentistry,Accounting & Finance,Art, Performing Arts & Design,Chemical Engineering,Economics & Econometrics,Sociology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,General Engineering,Physics & Astronomy,Archaeology,Sport Science",False,False
3520,351–400,Babol Noshirvani University of Technology,43.6–45.5,3520,18.8,1122,20.3,640,100.0,2,38.3,781,18.7,1419,Iran,"5,140",23.8,0%,34 : 66,Babol Noshirvani University of Technology,"Chemical Engineering,General Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Biological Sciences",False,False
3530,351–400,University of Bayreuth,43.6–45.5,3530,36.4,286,38.0,242,56.2,593,62.7,236,59.1,437,Germany,"9,162",30.5,12%,47 : 53,University of Bayreuth,"Business & Management,Sport Science,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,General Engineering,Geography,Education,Chemistry,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Economics & Econometrics,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Law",False,False
3540,351–400,"Birkbeck, University of London",43.6–45.5,3540,28.7,516,33.2,313,60.8,531,33.5,1402,87.7,119,United Kingdom,"8,150",17.0,38%,54 : 46,"Birkbeck, University of London","Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Law,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Education,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,Geography,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
3550,351–400,Universiti Brunei Darussalam,43.6–45.5,3550,24.3,726,18.6,702,80.1,269,35.1,1092,87.4,124,Brunei Darussalam,"3,818",10.9,17%,65 : 35,Universiti Brunei Darussalam,"Accounting & Finance,Mathematics & Statistics,Business & Management,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Geography,Economics & Econometrics,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Chemistry,Education,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy",False,False
3560,351–400,Brunel University London,43.6–45.5,3560,28.7,517,26.2,464,67.1,444,36.0,980,96.0,28,United Kingdom,"11,680",18.0,36%,47 : 53,Brunel University London,"Sport Science,Civil Engineering,Art, Performing Arts & Design,Law,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Biological Sciences,Languages, Literature & Linguistics,Business & Management,Education,Accounting & Finance,Medicine & Dentistry,Sociology",False,False
3570,351–400,Catholic University of Portugal,43.6–45.5,3570,19.3,1068,13.4,988,95.8,65,35.3,1060,57.5,460,Portugal,"11,187",23.7,17%,62 : 38,Catholic University of Portugal,"Business & Management,Education,General Engineering,Economics & Econometrics,Accounting & Finance,Biological Sciences,Medicine & Dentistry,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Psychology,Sociology,Art, Performing Arts & Design,Chemical Engineering,Law,Communication & Media Studies",False,False
3580,351–400,Central South University,43.6–45.5,3580,32.6,379,37.1,254,66.2,460,96.7,46,24.3,1228,China,"53,277",19.1,3%,,Central South University CSU Central South University,"Languages, Literature & Linguistics,Mathematics & Statistics,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Psychology,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Other Health,Biological Sciences,Sociology,History, Philosophy & Theology,Architecture,Civil Engineering,Accounting & Finance,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Law,Computer Science,Mechanical & Aerospace Engineering",False,False
3590,351–400,"City, University of London",43.6–45.5,3590,27.0,579,28.1,417,69.8,401,34.4,1205,95.1,36,United Kingdom,"14,785",18.5,51%,57 : 43,"City, University of London","Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Languages, Literature & Linguistics,Economics & Econometrics,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Computer Science,Other Health,Business & Management,Accounting & Finance,General Engineering,Civil Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering",False,False
3600,351–400,University of Crete,43.6–45.5,3600,19.1,1087,20.7,625,91.1,120,36.6,913,48.1,627,Greece,"13,649",24.5,5%,62 : 38,University of Crete,"Computer Science,History, Philosophy & Theology,Chemistry,Physics & Astronomy,Sociology,General Engineering,Biological Sciences,Archaeology,Other Health,Psychology,Education,Medicine & Dentistry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics",False,False
3610,351–400,Drexel University,43.6–45.5,3610,35.7,302,22.3,577,73.0,358,43.0,532,50.3,583,United States,"20,140",11.4,16%,51 : 49,Drexel University,"Education,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Architecture,General Engineering,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Chemical Engineering,Electrical & Electronic Engineering,Sport Science,Business & Management,Economics & Econometrics,Law,History, Philosophy & Theology,Psychology,Veterinary Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Mathematics & Statistics,Other Health,Chemistry,Agriculture & Forestry",False,False
3620,351–400,East China Normal University,43.6–45.5,3620,36.7,276,33.3,309,56.5,590,54.7,317,61.5,394,China,"27,085",14.5,13%,65 : 35,East China Normal University ecnu,"Sport Science,Business & Management,Communication & Media Studies,Law,Education,Electrical & Electronic Engineering,Economics & Econometrics,Mathematics & Statistics,Physics & Astronomy,Computer Science,Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sociology,General Engineering,Chemistry",False,False
3630,351–400,University of Fribourg,43.6–45.5,3630,29.5,481,32.2,328,60.7,534,53.6,329,86.7,133,Switzerland,"10,888",31.7,18%,60 : 40,University of Fribourg,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Psychology,Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Chemistry,Sport Science,History, Philosophy & Theology,Law,Communication & Media Studies,Business & Management,Education,Geography,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Other Health",False,False
3640,351–400,Grenoble Alpes University,43.6–45.5,3640,33.3,358,31.0,359,64.0,488,35.1,1097,62.0,389,France,"40,486",17.1,14%,53 : 47,Grenoble Alpes University,"Archaeology,Chemical Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Law,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,Medicine & Dentistry,Accounting & Finance,Psychology,Electrical & Electronic Engineering,Civil Engineering,Art, Performing Arts & Design,Physics & Astronomy,Economics & Econometrics,Chemistry,Sport Science,Computer Science,Communication & Media Studies,Architecture,Sociology,General Engineering,Languages, Literature & Linguistics,Biological Sciences,Other Health,Geography,Education",False,False
3650,351–400,Hanyang University,43.6–45.5,3650,40.1,204,40.8,211,42.3,807,97.6,40,63.3,377,South Korea,"20,019",15.3,21%,,Hanyang University,"Sociology,Biological Sciences,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Psychology,Education,Business & Management,Accounting & Finance,Archaeology,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Architecture,Medicine & Dentistry,Chemistry,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Civil Engineering",False,False
3660,351–400,Hasselt University,43.6–45.5,3660,29.9,469,37.9,243,59.0,562,54.9,312,68.4,313,Belgium,"5,503",30.9,13%,48 : 52,Hasselt University,"Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Other Health,Business & Management,Art, Performing Arts & Design,Sport Science,Communication & Media Studies,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Computer Science,Architecture,General Engineering,Law,Medicine & Dentistry,Chemical Engineering,Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Civil Engineering,Sociology,Agriculture & Forestry",False,False
3670,351–400,Heriot-Watt University,43.6–45.5,3670,28.8,513,25.0,497,66.8,448,44.4,486,94.0,53,United Kingdom,"9,420",17.9,36%,41 : 59,Heriot-Watt University,"Architecture,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Mathematics & Statistics,Sport Science,Psychology,Business & Management,General Engineering,Languages, Literature & Linguistics,Biological Sciences,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Physics & Astronomy",False,False
3680,351–400,Hong Kong Baptist University,43.6–45.5,3680,30.6,446,29.8,385,59.2,559,38.8,740,98.4,10,Hong Kong,"8,224",15.4,51%,71 : 29,Hong Kong Baptist University hkbu,"Geography,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Agriculture & Forestry,Business & Management,Biological Sciences,Chemistry,History, Philosophy & Theology,Mathematics & Statistics,Education,Sport Science,Computer Science,Accounting & Finance,Sociology,Communication & Media Studies,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False
3690,351–400,IMT Atlantique,43.6–45.5,3690,36.4,287,33.5,305,53.6,630,95.4,55,75.9,246,France,"1,628",8.6,43%,24 : 76,IMT Atlantique,"Computer Science,Mathematics & Statistics,Business & Management,Other Health,General Engineering,Chemical Engineering,Physics & Astronomy,Electrical & Electronic Engineering",False,False
3700,351–400,Indian Institute of Technology Ropar,43.6–45.5,3700,30.3,455,13.0,1025,100.0,5,35.7,1019,19.1,1402,India,"1,765",10.9,0%,16 : 84,Indian Institute of Technology Ropar,"Economics & Econometrics,Electrical & Electronic Engineering,Civil Engineering,Psychology,Physics & Astronomy,General Engineering,Accounting & Finance,Business & Management,History, Philosophy & Theology,Languages, Literature & Linguistics,Sociology,Biological Sciences,Mathematics & Statistics,Chemistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Chemical Engineering",False,False
3710,351–400,University of Innsbruck,43.6–45.5,3710,32.9,371,30.7,365,53.5,633,51.6,349,95.9,30,Austria,"13,492",22.8,42%,54 : 46,University of Innsbruck,"Chemical Engineering,Architecture,Psychology,Computer Science,Communication & Media Studies,Sociology,Physics & Astronomy,Archaeology,Economics & Econometrics,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Law,Accounting & Finance,Business & Management,Sport Science,General Engineering,Education,Geography,Mathematics & Statistics,Civil Engineering,History, Philosophy & Theology,Other Health,Biological Sciences",False,False
3720,351–400,University of Kansas,43.6–45.5,3720,36.6,279,24.8,504,68.9,415,44.0,500,48.4,619,United States,"24,467",9.9,9%,52 : 48,University of Kansas,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",False,False
3730,351–400,Khalifa University,43.6–45.5,3730,27.9,541,34.0,299,53.1,639,100.0,5,90.3,92,United Arab Emirates,"3,164",9.7,19%,59 : 41,Khalifa University,"Medicine & Dentistry,Chemistry,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering",False,False
3740,351–400,University of KwaZulu-Natal,43.6–45.5,3740,28.1,538,31.3,351,70.6,393,36.0,982,54.3,515,South Africa,"36,731",28.8,4%,58 : 42,University of KwaZulu-Natal UKZN Kwazulu Natal Kwa zulu,"Computer Science,Agriculture & Forestry,Geography,Business & Management,Sport Science,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Architecture,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mathematics & Statistics,Education,Biological Sciences,Psychology",False,False
3750,351–400,Lappeenranta-Lahti University of Technology LUT,43.6–45.5,3750,27.2,567,31.6,343,68.1,430,54.9,313,62.1,388,Finland,"4,099",29.2,16%,31 : 69,Lappeenranta-Lahti University of Technology LUT,"Chemical Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Sociology,Business & Management,Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences",False,False
3760,351–400,University of Liège,43.6–45.5,3760,28.2,533,37.3,250,60.3,538,98.1,34,71.1,289,Belgium,"20,968",25.9,20%,57 : 43,University of Liège,"Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Education,Biological Sciences,Psychology,Law,Chemistry,Accounting & Finance,Archaeology,Chemical Engineering,Communication & Media Studies,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,General Engineering,Geography,Medicine & Dentistry,Agriculture & Forestry,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Veterinary Science,Other Health,Sport Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,Business & Management,Sociology",False,False
3770,351–400,Loughborough University,43.6–45.5,3770,33.5,356,35.4,281,57.6,581,37.7,826,83.3,161,United Kingdom,"14,800",13.8,27%,41 : 59,Loughborough University,"Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,General Engineering,Sociology,Geography,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,History, Philosophy & Theology,Sport Science,Other Health,Biological Sciences,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Mathematics & Statistics,Chemistry",False,False
3780,351–400,University of Manitoba,43.6–45.5,3780,31.9,400,31.9,335,71.3,383,34.7,1157,54.5,513,Canada,"28,786",28.9,18%,53 : 47,University of Manitoba,"Archaeology,Architecture,Sport Science,Geography,Law,Chemistry,Chemical Engineering,Medicine & Dentistry,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Psychology,Civil Engineering,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology,Mathematics & Statistics,Education,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences",False,False
3790,351–400,University of Milan,43.6–45.5,3790,33.1,366,29.0,399,72.8,362,37.5,843,43.1,756,Italy,"45,752",20.9,6%,59 : 41,University of Milan,"Communication & Media Studies,Business & Management,Accounting & Finance,Law,Art, Performing Arts & Design,History, Philosophy & Theology,Sociology,Chemistry,Computer Science,Mathematics & Statistics,Archaeology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Geography,Psychology,Chemical Engineering,Languages, Literature & Linguistics,Sport Science,Other Health,Biological Sciences",False,False
3800,351–400,University of Milan-Bicocca,43.6–45.5,3800,26.9,586,21.5,602,82.9,229,39.0,723,44.9,692,Italy,"27,098",29.4,6%,61 : 39,University of Milan-Bicocca,"Economics & Econometrics,Medicine & Dentistry,Sociology,Mathematics & Statistics,Physics & Astronomy,Chemistry,Accounting & Finance,Other Health,Education,Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Biological Sciences,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Computer Science,Law",False,False
3810,351–400,Nagoya University,43.6–45.5,3810,47.7,119,47.8,142,38.5,874,87.7,87,34.9,947,Japan,"15,589",9.4,11%,30 : 70,Nagoya University,"Other Health,Mathematics & Statistics,Archaeology,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Sociology,Education,Physics & Astronomy,Psychology,Business & Management,Accounting & Finance,Civil Engineering,Chemistry,Architecture,Medicine & Dentistry,Law,Geography,Agriculture & Forestry,Communication & Media Studies,Chemical Engineering",False,False
3820,351–400,Nankai University,43.6–45.5,3820,37.2,263,23.5,543,78.3,295,43.2,523,31.2,1041,China,"29,500",13.5,8%,,Nankai University Nan Kai University,"History, Philosophy & Theology,General Engineering,Communication & Media Studies,Business & Management,Mathematics & Statistics,Education,Medicine & Dentistry,Biological Sciences,Economics & Econometrics,Chemistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Archaeology,Law,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",False,False
3830,351–400,National Tsing Hua University,43.6–45.5,3830,37.4,258,48.6,135,48.4,700,65.3,213,39.2,844,Taiwan,"14,758",17.9,11%,42 : 58,National Tsing Hua University,"Psychology,Economics & Econometrics,Sport Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Education,Biological Sciences,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Medicine & Dentistry,History, Philosophy & Theology,Law,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,General Engineering,Business & Management,Chemistry,Chemical Engineering,Other Health,Sociology",False,False
3840,351–400,Northumbria University,43.6–45.5,3840,19.6,1047,17.8,744,87.3,173,34.0,1287,74.3,251,United Kingdom,"21,980",17.2,18%,55 : 45,Northumbria University,"Sport Science,Law,Civil Engineering,Computer Science,Accounting & Finance,Biological Sciences,Psychology,Other Health,Sociology,General Engineering,Geography,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Communication & Media Studies,Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Physics & Astronomy",False,False
3850,351–400,NOVA University of Lisbon,43.6–45.5,3850,25.1,686,28.2,415,76.6,315,45.5,453,61.2,398,Portugal,"19,976",18.3,19%,51 : 49,NOVA University of Lisbon,"Law,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Languages, Literature & Linguistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Computer Science,Economics & Econometrics,Accounting & Finance,Agriculture & Forestry,Education,History, Philosophy & Theology,Archaeology,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Communication & Media Studies,Chemical Engineering,Sociology",False,False
3860,351–400,"University of Occupational and Environmental Health, Japan",43.6–45.5,3860,27.0,581,10.2,1257,100.0,7,40.0,678,19.3,1395,Japan,"1,159",2.5,1%,52 : 48,"University of Occupational and Environmental Health, Japan UOEH Occupational medicine Graduate school of medical science","Medicine & Dentistry,Other Health",False,False
3870,351–400,Örebro University,43.6–45.5,3870,17.8,1214,21.7,595,90.5,128,35.2,1080,53.8,526,Sweden,"9,434",16.9,6%,60 : 40,Örebro University,"Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Other Health,Education,Sport Science,Psychology,Computer Science,Mathematics & Statistics,Electrical & Electronic Engineering,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Sociology,Communication & Media Studies,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,General Engineering,Biological Sciences",False,False
3880,351–400,Osaka University,43.6–45.5,3880,52.0,97,50.6,119,34.0,956,64.0,227,38.6,863,Japan,"22,867",7.4,12%,32 : 68,Osaka University Handai OU,"Medicine & Dentistry,Civil Engineering,Sociology,Art, Performing Arts & Design,Education,Chemistry,Languages, Literature & Linguistics,Sport Science,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Psychology,Accounting & Finance,General Engineering,Geography,Archaeology,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False
