rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
1840,=182,University of Miami,51.7,1840,43.1,146,17.1,560,92.5,62,38.1,517,65.8,237,United States,"16,054",6.0,15%,51 : 49,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False
1850,=182,"Northeastern University, US",51.7,1850,38.2,213,25.7,355,89.8,85,35.5,657,63.0,265,United States,"18,368",14.5,28%,50 : 50,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False
1860,=182,University of the Witwatersrand,51.7,1860,26.4,461,37.3,202,82.9,150,100.0,13,69.4,213,South Africa,"24,565",24.5,8%,56 : 44,University of the Witwatersrand Wits,"Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Civil Engineering,Accounting & Finance,Chemistry,Medicine & Dentistry,Communication & Media Studies,Other Health,Computer Science,Geography,General Engineering,Sociology,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Languages, Literature & Linguistics,Biological Sciences,Law,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False
1870,=186,Hebrew University of Jerusalem,51.6,1870,44.3,137,39.6,183,71.1,271,35.4,663,56.1,324,Israel,"17,709",10.8,5%,57 : 43,Hebrew University of Jerusalem,"Computer Science,Geography,Physics & Astronomy,Mathematics & Statistics,Veterinary Science,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Law,Sociology,Chemistry,Archaeology,History, Philosophy & Theology,Psychology,Economics & Econometrics,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False
1880,=186,University of Würzburg,51.6,1880,34.8,266,37.0,205,83.4,140,48.1,272,51.2,387,Germany,"22,297",33.5,8%,57 : 43,University of Würzburg,"Languages, Literature & Linguistics,Psychology,Education,Chemistry,Physics & Astronomy,Agriculture & Forestry,Business & Management,Law,Geography,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Economics & Econometrics,Sport Science,Sociology,Computer Science,Architecture,Other Health,Mathematics & Statistics,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Chemical Engineering,Archaeology",False,False
1890,=188,University of Aberdeen,51.5,1890,31.0,344,31.2,264,82.6,155,44.5,332,92.0,41,United Kingdom,"11,555",13.6,32%,55 : 45,University of Aberdeen,"Computer Science,General Engineering,Geography,Archaeology,Mechanical & Aerospace Engineering,Civil Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Education,History, Philosophy & Theology,Psychology,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Sociology,Law,Electrical & Electronic Engineering,Physics & Astronomy",False,False
1900,=188,Lomonosov Moscow State University,51.5,1900,75.2,26,61.6,65,12.5,875,89.1,52,59.9,288,Russian Federation,"29,563",7.4,21%,45 : 55,Lomonosov Moscow State University,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Geography,Medicine & Dentistry,Physics & Astronomy,Biological Sciences,Sport Science,Computer Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Sociology,Business & Management,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Law,Economics & Econometrics,Education,Communication & Media Studies,Chemical Engineering",False,False
1910,=190,Newcastle University,51.3,1910,33.6,286,32.1,258,81.0,172,38.7,498,84.9,94,United Kingdom,"20,305",15.6,28%,49 : 51,Newcastle University,"Archaeology,Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Civil Engineering,Sociology,Accounting & Finance,General Engineering,Physics & Astronomy,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Education,Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Medicine & Dentistry,Sport Science,Psychology,Architecture,Chemical Engineering,Veterinary Science,Other Health,Agriculture & Forestry,Geography,Biological Sciences,Communication & Media Studies",False,False
1920,=190,Sant’Anna School of Advanced Studies – Pisa,51.3,1920,44.7,134,33.9,234,74.1,243,86.6,57,44.9,472,Italy,679,13.1,13%,38 : 62,Sant’Anna School of Advanced Studies – Pisa,"Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Biological Sciences,Other Health,Business & Management,Agriculture & Forestry,Computer Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Law",False,False
1930,=192,Hong Kong Polytechnic University,51.2,1930,35.0,262,41.8,156,69.9,286,47.9,276,79.7,124,Hong Kong,"21,907",25.6,25%,54 : 46,Hong Kong Polytechnic University PolyU Poly U HK PolyU,"Psychology,Accounting & Finance,Civil Engineering,Sociology,Electrical & Electronic Engineering,Other Health,General Engineering,Economics & Econometrics,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",False,False
1940,=192,University of Reading,51.2,1940,36.8,238,37.5,200,71.6,269,36.6,595,86.6,83,United Kingdom,"12,085",14.0,29%,56 : 44,University of Reading,"Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Other Health,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Education,Chemistry,General Engineering,Psychology,Archaeology,Chemical Engineering,Veterinary Science,Computer Science,Mathematics & Statistics",False,False
1950,194,University of Konstanz,51.1,1950,39.8,188,44.5,140,64.4,348,73.1,101,62.6,269,Germany,"11,335",50.4,12%,54 : 46,University of Konstanz,"Art, Performing Arts & Design,Chemistry,History, Philosophy & Theology,Sport Science,Psychology,Economics & Econometrics,Education,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,Biological Sciences,Business & Management,Politics & International Studies (incl Development Studies),Law,Computer Science,Physics & Astronomy,Sociology,Mathematics & Statistics",False,False
1960,=195,University of Calgary,51.0,1960,34.8,265,35.2,222,77.9,203,48.8,261,71.5,194,Canada,"28,047",16.0,18%,53 : 47,University of Calgary,"Geography,Psychology,Mechanical & Aerospace Engineering,Veterinary Science,History, Philosophy & Theology,Other Health,Sport Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Education,Law,Archaeology,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Biological Sciences",False,False
1970,=195,National Taiwan University (NTU),51.0,1970,51.4,90,52.5,93,54.5,432,47.8,279,29.9,691,Taiwan,"31,581",11.6,8%,40 : 60,National Taiwan University (NTU),"Civil Engineering,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Architecture,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Sport Science",False,False
1980,197,University of Duisburg-Essen,50.9,1980,34.1,280,28.7,305,87.5,101,77.8,84,50.6,393,Germany,"41,002",53.0,12%,49 : 51,University of Duisburg-Essen,"Other Health,Computer Science,Accounting & Finance,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Psychology,Economics & Econometrics,Sport Science,Communication & Media Studies,Education,Medicine & Dentistry,Biological Sciences,Sociology,Business & Management,General Engineering,Electrical & Electronic Engineering",False,False
1990,=198,Brandeis University,50.8,1990,29.8,375,24.6,375,99.7,7,33.8,756,49.2,413,United States,"5,532",13.1,23%,55 : 45,Brandeis University,"Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Chemistry,Mathematics & Statistics,Biological Sciences,Art, Performing Arts & Design,Psychology,Agriculture & Forestry,Business & Management,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False
2000,=198,Tilburg University,50.8,2000,38.8,203,50.2,103,57.0,408,58.0,185,74.3,174,Netherlands,"7,454",22.4,13%,49 : 51,Tilburg University,"Psychology,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Education,Other Health,Law,Business & Management,Communication & Media Studies,Economics & Econometrics,Sociology,Data Science",False,False
2010,200,University of Illinois Chicago,50.6,2010,46.0,127,35.3,219,69.6,289,41.6,405,57.1,318,United States,"24,459",11.6,18%,53 : 47,University of Illinois Chicago,"Civil Engineering,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Archaeology,Biological Sciences,Geography,Computer Science,Chemical Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Education,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,Sport Science,Sociology,Electrical & Electronic Engineering",False,False
2020,201-250,Aalborg University,46.3—50.4,2020,24.2,526,35.2,221,80.1,181,44.8,325,71.7,193,Denmark,"19,286",17.4,15%,48 : 52,Aalborg University,"Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Sociology,Communication & Media Studies,History, Philosophy & Theology,Accounting & Finance,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Agriculture & Forestry,Other Health,Physics & Astronomy,Law,Mechanical & Aerospace Engineering,Architecture,Geography,Computer Science,Sport Science,Chemistry,Art, Performing Arts & Design,Biological Sciences,Electrical & Electronic Engineering,General Engineering,Psychology,Medicine & Dentistry",False,False
2030,201-250,Aalto University,46.3—50.4,2030,34.4,275,29.0,302,75.0,232,52.5,219,69.6,207,Finland,"12,653",20.1,20%,34 : 66,Aalto University,"Chemical Engineering,Education,Art, Performing Arts & Design,Physics & Astronomy,Mathematics & Statistics,General Engineering,Chemistry,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Civil Engineering,Economics & Econometrics,Business & Management,Accounting & Finance,Communication & Media Studies,Psychology",False,False
2040,201-250,University of Antwerp,46.3—50.4,2040,34.5,273,39.8,178,73.0,256,54.6,202,64.9,246,Belgium,"16,445",35.8,15%,54 : 46,University of Antwerp,"Electrical & Electronic Engineering,Other Health,Law,Art, Performing Arts & Design,Veterinary Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,History, Philosophy & Theology,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Sociology,General Engineering,Medicine & Dentistry,Education,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Communication & Media Studies",False,False
2050,201-250,University of Barcelona,46.3—50.4,2050,33.7,284,33.0,241,81.3,168,35.3,669,49.3,412,Spain,"47,569",12.5,10%,61 : 39,University of Barcelona,"Art, Performing Arts & Design,Medicine & Dentistry,Law,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Business & Management,Biological Sciences,Communication & Media Studies,Archaeology,Other Health,Psychology,History, Philosophy & Theology,Accounting & Finance,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Education,Chemistry,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Geography",False,False
2060,201-250,University of Bergen,46.3—50.4,2060,29.8,373,29.3,297,86.2,116,36.6,593,74.0,177,Norway,"11,949",11.5,13%,59 : 41,University of Bergen,"Geography,History, Philosophy & Theology,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Psychology,Education,Art, Performing Arts & Design,Law,Languages, Literature & Linguistics,Biological Sciences,Sociology",False,False
2070,201-250,"Birkbeck, University of London",46.3—50.4,2070,27.4,424,35.1,225,67.0,321,32.6,869,88.4,69,United Kingdom,"9,690",19.6,38%,54 : 46,"Birkbeck, University of London","Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Law,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Education,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,Geography,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
2080,201-250,University of Bologna,46.3—50.4,2080,35.6,253,27.5,323,81.7,163,37.4,548,42.8,502,Italy,"84,486",22.3,7%,56 : 44,University of Bologna,"Architecture,Archaeology,Communication & Media Studies,Education,Sport Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Medicine & Dentistry,Computer Science,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Law,Chemistry,Art, Performing Arts & Design,General Engineering,Electrical & Electronic Engineering,Other Health,Civil Engineering,Psychology,Sociology",False,False
2090,201-250,Boston College,46.3—50.4,2090,47.3,115,19.3,502,79.9,183,43.8,356,60.2,284,United States,"12,932",16.5,19%,55 : 45,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False
2100,201-250,CentraleSupélec,46.3—50.4,2100,35.8,250,14.7,629,78.1,200,56.4,191,84.0,98,France,"4,130",11.4,32%,22 : 78,CentraleSupélec,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Civil Engineering,Geography,General Engineering,Business & Management,Computer Science,Economics & Econometrics",False,False
2110,201-250,University of Cincinnati – Uptown,46.3—50.4,2110,37.8,222,29.6,288,75.4,226,41.9,394,31.8,664,United States,"27,712",21.9,8%,52 : 48,University of Cincinnati – Uptown,"Electrical & Electronic Engineering,Economics & Econometrics,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Archaeology,Communication & Media Studies,Computer Science,Agriculture & Forestry,Chemistry,Business & Management,Sociology,Psychology,General Engineering,Other Health,Architecture,Geography,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,History, Philosophy & Theology,Mathematics & Statistics,Law",False,False
2120,201-250,University College Dublin,46.3—50.4,2120,31.5,333,37.8,199,72.5,261,37.4,549,88.1,72,Ireland,"21,438",22.7,25%,,University College Dublin,"Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Biological Sciences,General Engineering,Chemistry,Architecture,Education,Mathematics & Statistics,Geography,Business & Management,Law,Psychology,Archaeology,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Veterinary Science,Sociology,Other Health,Sport Science",False,False
2130,201-250,University of Delaware,46.3—50.4,2130,26.9,442,36.8,209,78.1,201,92.5,45,44.0,485,United States,"19,426",16.2,10%,56 : 44,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False
2140,201-250,ESPCI ParisTech,46.3—50.4,2140,45.3,131,22.3,437,76.2,219,77.1,87,49.7,407,France,481,6.3,14%,38 : 62,ESPCI ParisTech,"Chemical Engineering,Chemistry,General Engineering,Physics & Astronomy",False,False
2150,201-250,Florida State University,46.3—50.4,2150,40.8,176,39.5,184,67.1,319,34.2,731,45.7,463,United States,"41,737",30.2,7%,55 : 45,Florida State University,"Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Architecture,Biological Sciences,Archaeology,Sociology,Accounting & Finance,Medicine & Dentistry,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Economics & Econometrics,Psychology,Geography,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health,Electrical & Electronic Engineering,Chemistry,Law,Business & Management",False,False
2160,201-250,George Washington University,46.3—50.4,2160,47.1,117,27.7,318,70.7,277,32.9,829,48.0,430,United States,"21,409",12.4,15%,57 : 43,George Washington University,"Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Law,Communication & Media Studies,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",False,False
2170,201-250,Goethe University Frankfurt,46.3—50.4,2170,32.4,317,27.5,324,79.7,186,38.2,513,59.4,297,Germany,"45,453",13.1,15%,58 : 42,Goethe University Frankfurt,"Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Languages, Literature & Linguistics,Medicine & Dentistry,Psychology,Other Health,Biological Sciences,Computer Science,Geography,Sociology,Accounting & Finance,Chemistry,Economics & Econometrics,Physics & Astronomy,Sport Science,Archaeology,Education,Law,Business & Management,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False
2180,201-250,University of Hawai’i at Mānoa,46.3—50.4,2180,34.2,278,38.7,188,73.2,253,53.2,212,63.5,260,United States,"16,580",10.9,13%,56 : 44,University of Hawai’i at Mānoa,"Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Other Health,Geography,Architecture,Computer Science,Chemistry,Sociology,Medicine & Dentistry,Electrical & Electronic Engineering,Mathematics & Statistics,Archaeology,Civil Engineering,Sport Science,Business & Management,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Politics & International Studies (incl Development Studies)",False,False
2190,201-250,University of Iceland,46.3—50.4,2190,16.9,844,27.6,321,92.0,66,52.7,218,60.3,283,Iceland,"13,373",24.0,8%,66 : 34,University of Iceland,"Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Other Health,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Archaeology,Accounting & Finance,General Engineering,Geography,Languages, Literature & Linguistics,Education,Chemistry,Civil Engineering,Mathematics & Statistics,Economics & Econometrics,Law,Communication & Media Studies",False,False
2200,201-250,Indian Institute of Science,46.3—50.4,2200,50.1,98,49.2,108,47.3,496,48.0,273,18.1,896,India,"3,398",8.3,1%,20 : 80,Indian Institute of Science,"Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Chemistry,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering",False,False
2210,201-250,University of Iowa,46.3—50.4,2210,40.9,173,27.1,335,74.9,234,53.8,206,34.6,623,United States,"27,807",11.6,12%,52 : 48,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False
2220,201-250,University of Kiel,46.3—50.4,2220,31.6,332,27.2,329,90.8,76,33.5,780,51.2,386,Germany,"24,701",23.3,8%,54 : 46,University of Kiel,"Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Biological Sciences,Archaeology,Mathematics & Statistics,Civil Engineering,General Engineering,Physics & Astronomy,Education,Chemistry,Law,Psychology,Agriculture & Forestry,Computer Science,Sport Science,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Sociology,Economics & Econometrics,Geography,Accounting & Finance,Art, Performing Arts & Design,Medicine & Dentistry,Electrical & Electronic Engineering",False,False
2230,201-250,King Abdulaziz University,46.3—50.4,2230,26.4,456,12.4,708,93.3,54,66.0,135,92.1,40,Saudi Arabia,"37,178",8.3,21%,55 : 45,King Abdulaziz University,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Architecture,Education,General Engineering,Physics & Astronomy,Archaeology,Other Health,Geography,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Psychology,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Agriculture & Forestry,Business & Management,Law,Chemistry,Sport Science,Economics & Econometrics",False,False
2240,201-250,Korea University,46.3—50.4,2240,40.9,174,45.4,131,49.2,483,98.6,28,44.0,486,South Korea,"22,739",15.5,16%,42 : 58,Korea University,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Archaeology,Biological Sciences,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Law,Economics & Econometrics,General Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Chemistry,Architecture,Computer Science,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Other Health,Sport Science,Geography",False,False
2250,201-250,Université Libre de Bruxelles,46.3—50.4,2250,26.3,462,42.8,153,74.4,241,44.5,333,83.3,105,Belgium,"23,712",35.0,32%,54 : 46,Université Libre de Bruxelles,"Architecture,Civil Engineering,Physics & Astronomy,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Education,Chemistry,Sociology,Archaeology,Chemical Engineering,Agriculture & Forestry,Accounting & Finance,Computer Science,Biological Sciences,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Medicine & Dentistry,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Other Health,Veterinary Science",False,False
2260,201-250,Nanjing University,46.3—50.4,2260,41.7,166,36.9,207,61.5,372,73.9,98,51.4,384,China,"34,784",15.7,9%,42 : 58,Nanjing University,"Other Health,Sociology,Economics & Econometrics,Chemistry,Medicine & Dentistry,Archaeology,History, Philosophy & Theology,General Engineering,Business & Management,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Geography,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Mathematics & Statistics",False,False
2270,201-250,University of Galway,46.3—50.4,2270,27.7,417,27.8,317,76.7,213,41.4,413,78.1,137,Ireland,"13,911",26.1,16%,56 : 44,University of Galway nui nui galway,"Physics & Astronomy,General Engineering,Business & Management,Civil Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Education,Art, Performing Arts & Design,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Psychology,Mathematics & Statistics,Chemistry,History, Philosophy & Theology,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Accounting & Finance,Geography,Archaeology",False,False
