rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
1500,=149,Sant’Anna School of Advanced Studies – Pisa,57.3,1500,45.0,146,42.3,184,82.5,215,84.7,84,56.0,439,Italy,776,12.4,19%,35 : 65,Sant’Anna School of Advanced Studies – Pisa,"Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Biological Sciences,Other Health,Business & Management,Agriculture & Forestry,Computer Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Law",False,False
1510,=149,Technical University of Berlin,57.3,1510,50.4,103,53.9,102,62.3,476,92.7,46,66.2,307,Germany,"22,622",60.6,24%,34 : 66,Technical University of Berlin,"Sociology,Computer Science,Accounting & Finance,Mathematics & Statistics,Civil Engineering,Architecture,Electrical & Electronic Engineering,Chemistry,Mechanical & Aerospace Engineering,Chemical Engineering,History, Philosophy & Theology,Education,Physics & Astronomy,General Engineering,Languages, Literature & Linguistics",False,False
1520,=152,Université Catholique de Louvain,57.2,1520,38.8,237,51.5,109,75.7,286,53.7,294,80.5,176,Belgium,"26,235",39.3,20%,53 : 47,Université Catholique de Louvain,"Civil Engineering,Chemistry,Economics & Econometrics,Sport Science,Geography,Business & Management,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Computer Science,Sociology,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Physics & Astronomy,Accounting & Finance,Education,Archaeology,Agriculture & Forestry,Architecture,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,Chemical Engineering,Psychology,Medicine & Dentistry",False,False
1530,=152,University of Nottingham,57.2,1530,42.7,175,42.6,181,80.3,233,39.4,700,87.5,110,United Kingdom,"29,700",14.6,29%,54 : 46,University of Nottingham,"Languages, Literature & Linguistics,Agriculture & Forestry,Law,History, Philosophy & Theology,Medicine & Dentistry,Architecture,Education,Sport Science,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Other Health,Chemistry,Archaeology,Computer Science,Veterinary Science,Civil Engineering,Psychology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Communication & Media Studies,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Geography",False,False
1540,=152,Scuola Normale Superiore di Pisa,57.2,1540,57.2,73,38.1,231,79.2,246,35.9,1026,52.8,500,Italy,558,6.8,11%,29 : 71,Scuola Normale Superiore di Pisa,"Economics & Econometrics,Chemistry,Physics & Astronomy,Archaeology,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Biological Sciences",False,False
1550,=155,Arizona State University (Tempe),57.1,1550,39.3,229,50.7,112,81.6,222,38.5,760,61.8,360,United States,"46,683",21.1,21%,43 : 57,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False
1560,=155,University of Leeds,57.1,1560,41.1,199,45.9,149,78.0,256,39.9,669,87.5,109,United Kingdom,"30,235",14.2,29%,61 : 39,University of Leeds,"Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Sociology,Architecture,Psychology,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Mathematics & Statistics,Chemistry,Chemical Engineering,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Accounting & Finance,Computer Science,Biological Sciences,Sport Science,Business & Management,Civil Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Geology, Environmental, Earth & Marine Sciences",False,False
1570,=157,Autonomous University of Barcelona,56.9,1570,40.9,206,36.1,252,92.9,95,44.8,450,64.3,326,Spain,"31,877",12.6,16%,59 : 41,Autonomous University of Barcelona uab,"General Engineering,Geography,Accounting & Finance,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Law,Mathematics & Statistics,Archaeology,Education,Sport Science,Art, Performing Arts & Design,Computer Science,Veterinary Science,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies)",False,False
1580,=157,University of Cologne,56.9,1580,43.6,162,42.9,175,81.5,224,70.6,150,62.9,347,Germany,"36,965",36.5,16%,63 : 37,University of Cologne,"Other Health,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Psychology,Medicine & Dentistry,Chemistry,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Sociology,Business & Management,Physics & Astronomy,Archaeology,Law,Geography,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies)",False,False
1590,=157,University of Mannheim,56.9,1590,41.9,184,50.0,116,78.2,252,58.6,246,58.5,407,Germany,"10,730",79.9,18%,56 : 44,University of Mannheim,"Languages, Literature & Linguistics,Computer Science,History, Philosophy & Theology,Psychology,Accounting & Finance,Business & Management,Law,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics,Education",False,False
1600,=157,University of Notre Dame,56.9,1600,52.9,90,46.2,148,73.5,327,38.1,796,55.3,454,United States,"12,104",13.7,12%,45 : 55,University of Notre Dame,"Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Education,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Sociology,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science",False,False
1610,=157,Shanghai Jiao Tong University,56.9,1610,58.0,64,63.0,67,47.9,665,99.9,16,49.8,555,China,"38,853",11.1,13%,44 : 56,Shanghai Jiao Tong University SJTU,"Medicine & Dentistry,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Chemistry,History, Philosophy & Theology,Education,Biological Sciences,Architecture,Chemical Engineering,Agriculture & Forestry,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Accounting & Finance,General Engineering,Psychology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",False,False
1620,=157,TU Dresden,56.9,1620,46.5,136,48.5,129,73.0,340,94.1,41,55.8,443,Germany,"32,309",34.2,14%,42 : 58,TU Dresden,"Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,Geography,Psychology,Civil Engineering,Computer Science,Medicine & Dentistry,Business & Management,Economics & Econometrics,Architecture,Education,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health",False,False
1630,163,University of Würzburg,56.8,1630,38.7,241,42.4,183,87.5,151,65.6,176,61.5,370,Germany,"24,082",36.6,10%,56 : 44,University of Würzburg,"Languages, Literature & Linguistics,Psychology,Education,Chemistry,Physics & Astronomy,Agriculture & Forestry,Business & Management,Law,Geography,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Economics & Econometrics,Sport Science,Sociology,Computer Science,Architecture,Other Health,Mathematics & Statistics,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Chemical Engineering,Archaeology",False,False
1640,164,Trinity College Dublin,56.4,1640,41.7,189,43.9,165,75.4,296,41.2,598,94.4,41,Ireland,"16,853",21.9,30%,59 : 41,Trinity College Dublin,"Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Geography,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Physics & Astronomy,Sport Science,Law,Accounting & Finance,Sociology,General Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Psychology",False,False
1650,165,University of Liverpool,56.3,1650,35.2,312,37.5,239,88.8,133,38.8,742,92.2,73,United Kingdom,"23,055",13.8,33%,55 : 45,University of Liverpool,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",False,False
1660,=166,Bielefeld University,56.1,1660,36.1,287,42.7,178,91.1,115,59.4,235,48.6,580,Germany,"24,875",77.5,8%,57 : 43,Bielefeld University,"Physics & Astronomy,Psychology,Other Health,Communication & Media Studies,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Biological Sciences,Politics & International Studies (incl Development Studies),Sociology,Medicine & Dentistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Chemistry,Economics & Econometrics,Business & Management,Chemical Engineering,Sport Science,Accounting & Finance,Education",False,False
1670,=166,University of Leicester,56.1,1670,30.1,448,34.8,271,96.2,57,38.1,792,90.7,86,United Kingdom,"14,645",14.3,32%,53 : 47,University of Leicester uk united kingdom leicester,"Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Archaeology,Other Health,Communication & Media Studies,Law,Business & Management,Art, Performing Arts & Design,General Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Psychology,Civil Engineering,Physics & Astronomy,Medicine & Dentistry,Sport Science,Agriculture & Forestry,Education,Geography,Economics & Econometrics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Sociology,Computer Science,Mathematics & Statistics",False,False
1680,=168,University of Aberdeen,56.0,1680,30.4,432,33.3,296,95.2,70,45.8,423,95.7,28,United Kingdom,"12,400",15.7,39%,57 : 43,University of Aberdeen,"Computer Science,General Engineering,Geography,Archaeology,Mechanical & Aerospace Engineering,Civil Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Education,History, Philosophy & Theology,Psychology,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Sociology,Law,Electrical & Electronic Engineering,Physics & Astronomy",False,False
1690,=168,University of Bologna,56.0,1690,51.5,95,34.8,270,83.8,196,45.1,445,50.7,539,Italy,"65,819",24.0,12%,56 : 44,University of Bologna,"Architecture,Archaeology,Communication & Media Studies,Education,Sport Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Medicine & Dentistry,Computer Science,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Law,Chemistry,Art, Performing Arts & Design,General Engineering,Electrical & Electronic Engineering,Other Health,Civil Engineering,Psychology,Sociology",False,False
1700,=168,Rutgers University – New Brunswick,56.0,1700,47.8,126,48.5,128,73.9,320,41.1,600,51.5,526,United States,"44,801",11.2,17%,52 : 48,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
1710,171,Hong Kong Polytechnic University,55.9,1710,41.0,201,46.6,142,71.8,352,42.3,540,94.1,48,Hong Kong,"20,388",23.1,25%,52 : 48,Hong Kong Polytechnic University PolyU Poly U HK PolyU,"Psychology,Accounting & Finance,Civil Engineering,Sociology,Electrical & Electronic Engineering,Other Health,General Engineering,Economics & Econometrics,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",False,False
1720,172,University of Alabama at Birmingham,55.7,1720,39.2,231,33.6,292,97.3,41,74.8,126,37.4,833,United States,"16,927",16.7,6%,62 : 38,University of Alabama at Birmingham,"Mechanical & Aerospace Engineering,Computer Science,Chemistry,Business & Management,Civil Engineering,Sociology,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Education,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Biological Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Languages, Literature & Linguistics,Physics & Astronomy,Other Health,Communication & Media Studies,Geography,Psychology,General Engineering",False,False
1730,=173,"Northeastern University, US",55.6,1730,38.0,249,27.9,409,97.5,40,38.0,809,75.0,232,United States,"19,575",13.9,35%,49 : 51,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False
1740,=173,University of Rochester,55.6,1740,43.4,165,30.3,347,91.4,111,40.9,611,67.2,299,United States,"9,824",4.2,31%,49 : 51,University of Rochester,"Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Sociology,Psychology,History, Philosophy & Theology,Chemical Engineering,Computer Science,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
1750,=175,University of Florida,55.4,1750,54.0,88,53.8,103,61.9,483,57.9,250,40.0,771,United States,"46,642",16.8,10%,55 : 45,University of Florida,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",False,False
1760,=175,Karlsruhe Institute of Technology,55.4,1760,45.4,140,47.8,136,66.5,416,91.3,52,69.1,279,Germany,"27,255",25.6,22%,28 : 72,Karlsruhe Institute of Technology,"Communication & Media Studies,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Art, Performing Arts & Design,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Architecture,Sport Science,Geography,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Business & Management,General Engineering",False,False
1770,=175,Stockholm University,55.4,1770,30.0,457,46.4,146,85.0,184,36.6,949,81.3,167,Sweden,"27,185",19.5,14%,,Stockholm University,"Art, Performing Arts & Design,Architecture,Education,Communication & Media Studies,Law,Languages, Literature & Linguistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Chemistry,Geography,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Mathematics & Statistics,Economics & Econometrics,Psychology,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management",False,False
1780,178,Texas A&M University,55.3,1780,49.3,107,54.8,97,62.8,466,45.3,439,54.3,471,United States,"60,818",24.8,8%,47 : 53,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False
1790,=179,University of Auckland,55.2,1790,31.4,401,43.9,164,80.2,235,62.4,205,94.0,49,New Zealand,"32,821",22.1,32%,56 : 44,University of Auckland UOA Auckland University,"Accounting & Finance,Biological Sciences,Civil Engineering,Sociology,Other Health,Mathematics & Statistics,Psychology,Computer Science,Chemistry,Sport Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Communication & Media Studies,Geography,Electrical & Electronic Engineering,Archaeology,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Medicine & Dentistry,Architecture,Law",False,False
1800,=179,"University of California, Santa Cruz",55.2,1800,33.1,359,34.9,269,97.7,38,39.1,716,60.6,377,United States,"18,783",23.0,10%,50 : 50,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False
1810,=179,Korea University,55.2,1810,48.4,116,50.2,114,64.5,444,93.9,43,52.0,518,South Korea,"22,965",16.0,22%,,Korea University,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Archaeology,Biological Sciences,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Law,Economics & Econometrics,General Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Chemistry,Architecture,Computer Science,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Other Health,Sport Science,Geography",False,False
1820,=179,Queensland University of Technology,55.2,1820,31.9,391,40.3,203,86.4,165,62.4,207,81.4,166,Australia,"34,871",38.2,16%,54 : 46,Queensland University of Technology qut,"Languages, Literature & Linguistics,Education,Chemistry,Sport Science,Other Health,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Chemical Engineering,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Mathematics & Statistics",False,False
1830,183,University of Erlangen-Nuremberg,54.9,1830,41.1,197,45.8,150,75.2,301,89.6,60,52.9,495,Germany,"38,111",57.0,12%,48 : 52,University of Erlangen-Nuremberg,"Archaeology,Computer Science,Sport Science,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Physics & Astronomy,Sociology,Psychology,Other Health,Mechanical & Aerospace Engineering,Education,Accounting & Finance,Geography,Chemical Engineering,Business & Management,General Engineering,Communication & Media Studies",False,False
1840,=184,Aalto University,54.8,1840,41.8,186,39.4,215,76.7,274,48.3,366,82.3,155,Finland,"12,195",18.6,26%,34 : 66,Aalto University,"Chemical Engineering,Education,Art, Performing Arts & Design,Physics & Astronomy,Mathematics & Statistics,General Engineering,Chemistry,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Civil Engineering,Economics & Econometrics,Business & Management,Accounting & Finance,Communication & Media Studies,Psychology",False,False
1850,=184,Technical University of Denmark,54.8,1850,39.4,228,40.2,204,73.8,323,71.6,143,92.8,66,Denmark,"9,265",6.6,25%,30 : 70,Technical University of Denmark,"Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Agriculture & Forestry,Computer Science,Veterinary Science,Chemistry,Chemical Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False
1860,=186,Eindhoven University of Technology,54.7,1860,44.6,152,48.8,125,61.0,492,99.8,17,78.3,200,Netherlands,"8,917",20.7,19%,,Eindhoven University of Technology,"Civil Engineering,Mathematics & Statistics,Chemistry,Languages, Literature & Linguistics,Computer Science,Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
1870,=186,University of Gothenburg,54.7,1870,27.5,535,41.5,194,93.5,89,40.1,657,65.7,310,Sweden,"19,677",10.2,13%,,University of Gothenburg,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,Physics & Astronomy,Education,Sociology,Languages, Literature & Linguistics,Sport Science,Geography,Chemistry,Accounting & Finance,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Other Health,Psychology,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
1880,188,Télécom Paris,54.6,1880,42.6,176,38.3,227,74.4,314,76.6,119,81.7,164,France,923,5.6,39%,21 : 79,Télécom Paris,"Business & Management,Physics & Astronomy,Mathematics & Statistics,Computer Science,Economics & Econometrics,Law,Languages, Literature & Linguistics,General Engineering,Politics & International Studies (incl Development Studies),Psychology,Sociology,Electrical & Electronic Engineering,Communication & Media Studies",False,False
1890,=189,Lomonosov Moscow State University,54.3,1890,78.2,23,63.0,66,15.6,1201,90.7,54,66.6,301,Russian Federation,"29,235",7.3,29%,48 : 52,Lomonosov Moscow State University,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Geography,Medicine & Dentistry,Physics & Astronomy,Biological Sciences,Sport Science,Computer Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Sociology,Business & Management,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Law,Economics & Econometrics,Education,Communication & Media Studies,Chemical Engineering",False,False
1900,=189,University of Münster,54.3,1900,41.0,203,42.5,182,81.3,228,47.5,384,48.7,576,Germany,"43,835",43.4,8%,,University of Münster,"Accounting & Finance,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Archaeology,Biological Sciences,Chemistry,Geography,Physics & Astronomy,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Law,Education,Sociology,Psychology,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology",False,False
1910,=189,Tel Aviv University,54.3,1910,41.3,196,51.3,110,71.2,358,41.8,562,54.7,463,Israel,"22,414",22.3,7%,55 : 45,Tel Aviv University,"Medicine & Dentistry,Biological Sciences,Business & Management,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Architecture,Agriculture & Forestry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Law,Mathematics & Statistics,Other Health,Chemistry",False,False
1920,192,University of East Anglia,54.2,1920,28.3,504,30.1,349,97.2,44,35.7,1051,87.7,106,United Kingdom,"15,195",13.9,28%,60 : 40,University of East Anglia,"Geology, Environmental, Earth & Marine Sciences,Geography,Other Health,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Physics & Astronomy,General Engineering,Education,History, Philosophy & Theology,Civil Engineering,Medicine & Dentistry,Psychology,Computer Science,Sport Science,Business & Management,Chemistry,Accounting & Finance,Sociology,Law,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Communication & Media Studies,Archaeology,Mathematics & Statistics",False,False
1930,193,University of Canberra,54.1,1930,25.2,619,31.1,330,99.2,17,38.6,752,86.9,119,Australia,"10,823",36.2,32%,,University of Canberra,"Languages, Literature & Linguistics,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Other Health,Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sport Science,Business & Management,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Computer Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Medicine & Dentistry,Mathematics & Statistics,Law,Sociology,Civil Engineering,Biological Sciences",False,False
