rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
900,=90,Charité - Universitätsmedizin Berlin,63.0,900,47.6,125,46.1,140,93.2,80,87.8,59,63.1,312,Germany,"6,943",17.5,19%,64 : 36,Charité - Universitätsmedizin Berlin,"Other Health,Medicine & Dentistry",False,False
910,=90,University of Montreal,63.0,910,47.8,122,50.2,109,84.6,188,74.3,118,85.0,118,Canada,"37,311",20.3,23%,59 : 41,University of Montreal Université de Montréal Universite de Montreal,"General Engineering,Medicine & Dentistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Archaeology,History, Philosophy & Theology,Sociology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Chemical Engineering,Chemistry,Law,Veterinary Science,Sport Science,Geography,Education,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Psychology,Computer Science,Other Health",False,False
920,=90,University of Zurich,63.0,920,46.5,132,46.4,138,89.6,123,53.4,266,91.4,71,Switzerland,"26,340",14.7,20%,57 : 43,University of Zurich,"Archaeology,Biological Sciences,Sociology,Art, Performing Arts & Design,Law,Communication & Media Studies,Computer Science,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Veterinary Science,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Geography,Business & Management,Education,Politics & International Studies (incl Development Studies)",False,False
930,=93,University of Science and Technology of China,62.9,930,62.3,54,54.7,86,77.1,270,89.2,55,32.2,841,China,"16,152",8.4,4%,,University of Science and Technology of China USTC China University of Science and Technology,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",False,False
940,=93,University of Glasgow,62.8,940,41.2,194,48.3,116,93.6,78,40.1,599,92.3,62,United Kingdom,"24,235",15.3,36%,58 : 42,University of Glasgow,"Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Law,Economics & Econometrics,General Engineering,Psychology,Medicine & Dentistry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Veterinary Science,Geography,Architecture,Education,Languages, Literature & Linguistics,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Sociology,Chemistry",False,False
950,=93,Michigan State University,62.8,950,56.5,76,54.2,90,79.8,233,37.9,728,62.9,316,United States,"44,951",17.0,17%,51 : 49,Michigan State University,"Education,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Chemical Engineering,Business & Management,Architecture,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sport Science,General Engineering,Geography,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Mathematics & Statistics,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Other Health,Archaeology,Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology",False,False
960,=96,"University of California, Irvine",62.7,960,44.5,153,47.6,125,94.6,68,60.8,199,69.3,261,United States,"31,089",16.7,24%,53 : 47,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",False,False
970,=96,UNSW Sydney,62.7,970,45.0,147,54.1,92,82.3,204,52.4,281,92.6,60,Australia,"41,358",30.5,36%,47 : 53,UNSW Sydney unsw australia unsw,"Sport Science,Chemistry,Electrical & Electronic Engineering,Psychology,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Geography,History, Philosophy & Theology,Computer Science,Business & Management,Law,Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Education,Sociology",False,False
980,98,Lund University,62.5,980,41.9,185,53.2,96,87.4,152,78.0,100,77.3,191,Sweden,"28,454",11.8,17%,54 : 46,Lund University,"Communication & Media Studies,Education,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Law,Archaeology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Business & Management,Psychology,Architecture,Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Biological Sciences,General Engineering,Geography,Chemical Engineering",False,False
990,=99,Dartmouth College,62.4,990,59.6,62,38.9,207,95.9,54,41.3,533,40.1,688,United States,"6,172",6.7,15%,48 : 52,Dartmouth College,"Physics & Astronomy,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Geography,Other Health,Art, Performing Arts & Design,Archaeology,Computer Science,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,General Engineering,Biological Sciences,Civil Engineering,Psychology,Chemistry,Politics & International Studies (incl Development Studies)",False,False
1000,=99,University of Helsinki,62.4,1000,46.2,135,57.6,75,87.5,149,37.4,770,54.4,434,Finland,"22,418",16.6,6%,65 : 35,University of Helsinki,"Biological Sciences,Languages, Literature & Linguistics,Chemistry,Sociology,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Law,Psychology,Economics & Econometrics,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Archaeology,Education,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False
1010,101,Zhejiang University,62.2,1010,69.4,36,68.4,51,47.9,600,100.0,11,53.3,453,China,"36,031",10.9,18%,21 : 79,Zhejiang University ZJU Zhejiang University China research,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
1020,102,Korea Advanced Institute of Science and Technology (KAIST),61.8,1020,61.7,56,59.3,70,67.8,389,99.9,12,35.7,773,South Korea,"9,587",10.4,9%,20 : 80,Korea Advanced Institute of Science and Technology (KAIST),"Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Accounting & Finance,Psychology,Sociology,Sport Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Electrical & Electronic Engineering,Economics & Econometrics,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Mechanical & Aerospace Engineering,Archaeology,Languages, Literature & Linguistics,General Engineering,Computer Science,Veterinary Science,Communication & Media Studies,Physics & Astronomy,Chemistry,Medicine & Dentistry",False,False
1030,103,University of Basel,61.5,1030,43.1,170,39.4,200,90.1,118,99.4,19,96.1,23,Switzerland,"12,852",18.0,27%,55 : 45,University of Basel,"Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Economics & Econometrics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Archaeology,Chemistry,Accounting & Finance,Education,Communication & Media Studies,Art, Performing Arts & Design,Law,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Physics & Astronomy",False,False
1040,104,Free University of Berlin,61.4,1040,61.3,58,64.3,59,57.2,519,42.4,485,74.0,216,Germany,"35,032",56.4,21%,59 : 41,Free University of Berlin,"Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Biological Sciences,Physics & Astronomy,Law,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Veterinary Science,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Geography,Psychology,Business & Management",False,False
1050,104,Fudan University,61.4,1050,63.7,48,57.2,78,68.9,368,50.2,309,42.2,652,China,"34,393",12.2,11%,51 : 49,Fudan University,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",False,False
1060,106,University of Sheffield,61.2,1060,46.0,138,46.0,141,86.5,169,43.1,462,87.2,102,United Kingdom,"25,575",14.9,35%,50 : 50,University of Sheffield united kingdom UK Sheffield,"Education,Psychology,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Business & Management,Civil Engineering,Chemistry,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Law,Politics & International Studies (incl Development Studies)",False,False
1070,107,University of Virginia (Main campus),61.0,1070,53.8,89,41.1,178,92.7,90,44.1,432,47.7,545,United States,"24,295",9.4,12%,53 : 47,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",False,False
1080,108,École Polytechnique,60.8,1080,58.6,65,46.6,136,68.2,376,70.6,131,94.0,42,France,"2,908",5.6,36%,21 : 79,École Polytechnique,"Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Mathematics & Statistics,Civil Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Education,Computer Science,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics",False,False
1090,109,Georgetown University,60.7,1090,56.0,80,36.0,240,93.2,82,64.6,175,46.9,557,United States,"15,801",8.5,17%,54 : 46,Georgetown University,"Law,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,Architecture,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Sport Science,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,Business & Management,Mathematics & Statistics,General Engineering,Sociology,Computer Science,Psychology",False,False
1100,=110,University of Bern,60.3,1100,45.1,142,41.7,171,85.5,181,83.1,78,86.5,107,Switzerland,"10,967",16.7,15%,56 : 44,University of Bern,"Psychology,Education,Communication & Media Studies,Business & Management,Veterinary Science,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Law,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Accounting & Finance,Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Chemistry,Sociology",False,False
1110,=110,University of Bonn,60.3,1110,48.4,113,40.7,183,89.9,121,87.4,64,59.7,359,Germany,"37,708",70.2,13%,55 : 45,University of Bonn,"Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Biological Sciences,Politics & International Studies (incl Development Studies),Chemistry,History, Philosophy & Theology,Computer Science,Psychology,Economics & Econometrics,Mathematics & Statistics,Law,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Education,Archaeology,Agriculture & Forestry,Geography,Medicine & Dentistry,Sociology",False,False
1120,=110,City University of Hong Kong,60.3,1120,43.7,161,46.3,139,80.6,225,63.2,183,99.8,1,Hong Kong,"9,928",11.2,41%,57 : 43,City University of Hong Kong CityU HK,"Civil Engineering,Chemistry,Architecture,Psychology,Business & Management,Law,Communication & Media Studies,Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Biological Sciences,General Engineering,Accounting & Finance,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Art, Performing Arts & Design,Computer Science,Veterinary Science,Mathematics & Statistics",False,False
1130,=110,University of Pittsburgh-Pittsburgh campus,60.3,1130,47.8,123,44.5,147,95.9,56,40.4,580,38.2,724,United States,"26,517",5.9,11%,52 : 48,University of Pittsburgh-Pittsburgh campus,"Mathematics & Statistics,Physics & Astronomy,Law,Other Health,Biological Sciences,Computer Science,Art, Performing Arts & Design,Education,Geography,Communication & Media Studies,Architecture,Accounting & Finance,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False
1140,=114,University of Colorado Boulder,59.9,1140,45.0,144,43.2,159,96.5,45,39.2,641,46.4,563,United States,"31,625",15.5,12%,44 : 56,University of Colorado Boulder,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Sociology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Law,General Engineering,Psychology,Geography",False,False
1150,=114,Durham University,59.9,1150,44.7,150,47.0,133,82.0,210,37.7,743,90.9,78,United Kingdom,"16,565",14.8,30%,54 : 46,Durham University united kingdom UK  England,"Business & Management,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Law,Psychology,Archaeology,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Education,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Geography",False,False
1160,=116,University of Birmingham,59.7,1160,38.9,229,43.3,158,91.5,100,39.8,606,88.5,93,United Kingdom,"28,355",15.1,28%,56 : 44,University of Birmingham,"Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Education,Accounting & Finance,Art, Performing Arts & Design,Sport Science,Archaeology,General Engineering,Medicine & Dentistry,Law,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Geography,Psychology,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Mathematics & Statistics",False,False
1170,=116,University of Copenhagen,59.7,1170,44.2,157,39.4,201,90.8,108,45.8,392,83.2,128,Denmark,"32,157",4.4,16%,55 : 45,University of Copenhagen,"Languages, Literature & Linguistics,Sociology,Chemistry,History, Philosophy & Theology,Law,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Geography,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Archaeology,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Psychology",False,False
1180,118,University of Southampton,59.6,1180,39.7,220,42.0,166,90.2,117,40.7,563,93.9,44,United Kingdom,"24,080",13.9,36%,52 : 48,University of Southampton,"Sociology,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,General Engineering,Accounting & Finance,Communication & Media Studies,Biological Sciences,Geography,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Other Health,Archaeology,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemistry,Computer Science,Education,Psychology,Law",False,False
1190,119,University of York,59.3,1190,41.2,196,45.7,142,86.4,171,36.2,889,84.9,120,United Kingdom,"15,195",14.8,25%,56 : 44,University of York,"General Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Other Health,Business & Management,Chemistry,Archaeology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Geography",False,False
1200,120,Trinity College Dublin,59.2,1200,43.7,163,47.0,134,79.8,234,43.4,452,93.3,47,Ireland,"16,293",21.6,28%,59 : 41,Trinity College Dublin,"Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Geography,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Physics & Astronomy,Sport Science,Law,Accounting & Finance,Sociology,General Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Psychology",False,False
1210,=121,University of Oslo,59.1,1210,39.8,218,44.2,150,91.2,103,41.8,512,73.3,224,Norway,"20,552",13.3,17%,62 : 38,University of Oslo,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Other Health,Psychology,Languages, Literature & Linguistics,Law,Biological Sciences,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Geography,History, Philosophy & Theology,Chemistry,Archaeology,Mathematics & Statistics",False,False
1220,=121,Vanderbilt University,59.1,1220,46.5,131,39.4,203,96.6,44,47.0,376,41.9,659,United States,"12,038",3.1,14%,54 : 46,Vanderbilt University,"Psychology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Business & Management,General Engineering,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Law,Chemical Engineering,Mathematics & Statistics,Computer Science,Archaeology,Biological Sciences,Medicine & Dentistry,Physics & Astronomy,Sociology,Civil Engineering,Accounting & Finance,Other Health,Chemistry",False,False
1230,=123,Aarhus University,59.0,1230,37.0,260,51.4,102,84.2,191,63.0,186,75.3,202,Denmark,"26,867",14.8,11%,54 : 46,Aarhus University,"Education,Psychology,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Archaeology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Accounting & Finance,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Computer Science,Geography,Chemistry,Other Health,Agriculture & Forestry,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sport Science,Sociology,Languages, Literature & Linguistics",False,False
1240,=123,Arizona State University (Tempe),59.0,1240,42.7,173,47.4,130,88.7,136,38.6,678,58.6,377,United States,"46,362",20.8,20%,43 : 57,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False
1250,=123,University of Göttingen,59.0,1250,48.8,111,48.9,114,81.2,217,36.1,890,59.7,360,Germany,"30,399",29.6,12%,50 : 50,University of Göttingen,"Politics & International Studies (incl Development Studies),Veterinary Science,Economics & Econometrics,Chemistry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Other Health,Computer Science,Mathematics & Statistics,Accounting & Finance,Education,Sociology",False,False
1260,=123,University of Mannheim,59.0,1260,42.7,175,51.3,105,82.5,202,62.5,190,60.0,352,Germany,"10,882",74.8,17%,56 : 44,University of Mannheim,"Languages, Literature & Linguistics,Computer Science,History, Philosophy & Theology,Psychology,Accounting & Finance,Business & Management,Law,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics,Education",False,False
1270,=123,Radboud University Nijmegen,59.0,1270,35.2,300,49.8,111,88.8,134,43.0,465,76.6,198,Netherlands,"19,954",17.5,15%,55 : 45,Radboud University Nijmegen,"History, Philosophy & Theology,Economics & Econometrics,Psychology,Geography,Archaeology,Communication & Media Studies,Business & Management,Medicine & Dentistry,Physics & Astronomy,Law,Languages, Literature & Linguistics,Accounting & Finance,Biological Sciences,Computer Science,Education,Sociology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Chemistry",False,False
1280,=128,Université Catholique de Louvain,58.9,1280,38.1,241,51.4,104,82.1,209,55.1,243,79.7,165,Belgium,"25,952",39.6,21%,54 : 46,Université Catholique de Louvain,"Civil Engineering,Chemistry,Economics & Econometrics,Sport Science,Geography,Business & Management,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Computer Science,Sociology,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Physics & Astronomy,Accounting & Finance,Education,Archaeology,Agriculture & Forestry,Architecture,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,Chemical Engineering,Psychology,Medicine & Dentistry",False,False
1290,=128,Maastricht University,58.9,1290,38.8,232,47.1,132,79.6,237,79.8,89,97.0,16,Netherlands,"16,250",15.8,52%,59 : 41,Maastricht University,"Business & Management,Communication & Media Studies,Chemical Engineering,Education,Accounting & Finance,Psychology,Chemistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Law,General Engineering,History, Philosophy & Theology,Sociology,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sport Science,Computer Science",False,False
1300,130,Queen Mary University of London,58.8,1300,31.9,388,38.9,208,97.6,34,43.0,464,96.1,24,United Kingdom,"16,435",14.0,44%,54 : 46,Queen Mary University of London,"Communication & Media Studies,Law,Economics & Econometrics,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,General Engineering,Biological Sciences,Chemistry,Geography,Business & Management,Computer Science,History, Philosophy & Theology,Civil Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Veterinary Science,Other Health,Chemical Engineering",False,False
1310,131,Technical University of Berlin,58.7,1310,50.0,105,54.1,91,67.5,394,94.2,44,64.4,297,Germany,"22,472",64.4,22%,34 : 66,Technical University of Berlin,"Sociology,Computer Science,Accounting & Finance,Mathematics & Statistics,Civil Engineering,Architecture,Electrical & Electronic Engineering,Chemistry,Mechanical & Aerospace Engineering,Chemical Engineering,History, Philosophy & Theology,Education,Physics & Astronomy,General Engineering,Languages, Literature & Linguistics",False,False
1320,=132,University of Alberta,58.5,1320,47.4,126,48.2,117,73.0,324,59.2,211,86.6,106,Canada,"31,844",21.0,26%,55 : 45,University of Alberta,"Geography,Archaeology,Computer Science,Education,Law,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,General Engineering,Medicine & Dentistry,History, Philosophy & Theology,Biological Sciences,Other Health,Chemistry,Art, Performing Arts & Design,Civil Engineering,Architecture,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Chemical Engineering,Sport Science,Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Geology, Environmental, Earth & Marine Sciences",False,False
1330,=132,Case Western Reserve University,58.5,1330,49.2,109,36.2,235,93.2,79,40.8,549,51.5,481,United States,"10,412",7.8,23%,49 : 51,Case Western Reserve University,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Accounting & Finance,Chemistry,Law,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Psychology,History, Philosophy & Theology,Biological Sciences,Other Health,Sociology,Mechanical & Aerospace Engineering",False,False
